id,name,avrdude_id,vendor,class,family,signature,flash_size,flash_page_size,flash_paged,eeprom_size,eeprom_page_size,chip_erase_delay_us,fuse_count,lock_mask,progisp_match,microchip_atdf_match,metadata_status,qt_backend_status,blockers
attiny12,ATtiny12,t12,Microchip/Atmel,avr,ATtiny,1E9005,1024,,False,64,,20000,1,6,True,False,avrdude-selected+progisp-agrees,not-yet-supported,current backend lacks legacy byte-write flash support | current backend lacks byte-write EEPROM metadata
attiny13,ATtiny13,t13,Microchip/Atmel,avr,ATtiny,1E9007,1024,32,True,64,4,4000,2,3,True,False,avrdude-selected+progisp-agrees,supported,
attiny13a,ATtiny13A,t13a,Microchip/Atmel,avr,ATtiny,1E9007,1024,32,True,64,4,4000,2,3,True,False,avrdude-selected+progisp-agrees,supported,
attiny15,ATtiny15,t15,Microchip/Atmel,avr,ATtiny,1E9006,1024,,False,64,,8200,1,6,True,False,avrdude-selected+progisp-agrees,not-yet-supported,current backend lacks legacy byte-write flash support | current backend lacks byte-write EEPROM metadata
attiny1634,ATtiny1634,t1634,Microchip/Atmel,avr,ATtiny,1E9412,16384,32,True,256,4,9000,3,3,False,False,avrdude-selected,supported,
attiny1634r,ATtiny1634R,t1634r,Microchip/Atmel,avr,ATtiny,1E9412,16384,32,True,256,4,9000,3,3,False,False,avrdude-selected,supported,
attiny167,ATtiny167,t167,Microchip/Atmel,avr,ATtiny,1E9487,16384,128,True,512,4,15000,3,3,True,False,avrdude-selected+progisp-agrees,supported,
attiny22,ATtiny22,t22,Microchip/Atmel,avr,ATtiny,1E9106,2048,,False,128,,18000,1,6,True,False,avrdude-selected+progisp-agrees,not-yet-supported,current backend lacks legacy byte-write flash support | current backend lacks byte-write EEPROM metadata
attiny2313,ATtiny2313,t2313,Microchip/Atmel,avr,ATtiny,1E910A,2048,32,True,128,4,9000,3,3,True,False,avrdude-selected+progisp-agrees,supported,
attiny2313a,ATtiny2313A,t2313a,Microchip/Atmel,avr,ATtiny,1E910A,2048,32,True,128,4,9000,3,3,True,False,avrdude-selected+progisp-agrees,supported,
attiny24,ATtiny24,t24,Microchip/Atmel,avr,ATtiny,1E910B,2048,32,True,128,4,4500,3,3,True,False,avrdude-selected+progisp-agrees,supported,
attiny24a,ATtiny24A,t24a,Microchip/Atmel,avr,ATtiny,1E910B,2048,32,True,128,4,4500,3,3,True,False,avrdude-selected+progisp-agrees,supported,
attiny25,ATtiny25,t25,Microchip/Atmel,avr,ATtiny,1E9108,2048,32,True,128,4,4500,3,3,True,False,avrdude-selected+progisp-agrees,supported,
attiny26,ATtiny26,t26,Microchip/Atmel,avr,ATtiny,1E9109,2048,32,True,128,,9000,2,3,True,False,avrdude-selected+progisp-disagrees,not-yet-supported,current backend lacks byte-write EEPROM metadata
attiny261,ATtiny261,t261,Microchip/Atmel,avr,ATtiny,1E910C,2048,32,True,128,4,4000,3,3,True,False,avrdude-selected+progisp-agrees,supported,
attiny261a,ATtiny261A,t261a,Microchip/Atmel,avr,ATtiny,1E910C,2048,32,True,128,4,4000,3,3,True,False,avrdude-selected+progisp-agrees,supported,
attiny4313,ATtiny4313,t4313,Microchip/Atmel,avr,ATtiny,1E920D,4096,64,True,256,4,9000,3,3,False,False,avrdude-selected,supported,
attiny43u,ATtiny43U,t43u,Microchip/Atmel,avr,ATtiny,1E920C,4096,64,True,64,4,1000,3,3,True,False,avrdude-selected+progisp-agrees,supported,
attiny44,ATtiny44,t44,Microchip/Atmel,avr,ATtiny,1E9207,4096,64,True,256,4,4500,3,3,True,False,avrdude-selected+progisp-agrees,supported,
attiny441,ATtiny441,t441,Microchip/Atmel,avr,ATtiny,1E9215,4096,16,True,256,4,4500,3,3,False,False,avrdude-selected,supported,
attiny44a,ATtiny44A,t44a,Microchip/Atmel,avr,ATtiny,1E9207,4096,64,True,256,4,4500,3,3,True,False,avrdude-selected+progisp-agrees,supported,
attiny45,ATtiny45,t45,Microchip/Atmel,avr,ATtiny,1E9206,4096,64,True,256,4,4500,3,3,True,False,avrdude-selected+progisp-agrees,supported,
attiny461,ATtiny461,t461,Microchip/Atmel,avr,ATtiny,1E9208,4096,64,True,256,4,4000,3,3,True,False,avrdude-selected+progisp-agrees,supported,
attiny461a,ATtiny461A,t461a,Microchip/Atmel,avr,ATtiny,1E9208,4096,64,True,256,4,4000,3,3,True,False,avrdude-selected+progisp-agrees,supported,
attiny48,ATtiny48,t48,Microchip/Atmel,avr,ATtiny,1E9209,4096,64,True,64,4,15000,3,3,True,False,avrdude-selected+progisp-agrees,supported,
attiny828,ATtiny828,t828,Microchip/Atmel,avr,ATtiny,1E9314,8192,64,True,256,4,15000,3,63,False,False,avrdude-selected,supported,
attiny828r,ATtiny828R,t828r,Microchip/Atmel,avr,ATtiny,1E9314,8192,64,True,256,4,15000,3,63,False,False,avrdude-selected,supported,
attiny84,ATtiny84,t84,Microchip/Atmel,avr,ATtiny,1E930C,8192,64,True,512,4,4500,3,3,True,False,avrdude-selected+progisp-agrees,supported,
attiny841,ATtiny841,t841,Microchip/Atmel,avr,ATtiny,1E9315,8192,16,True,512,4,4500,3,3,False,False,avrdude-selected,supported,
attiny84a,ATtiny84A,t84a,Microchip/Atmel,avr,ATtiny,1E930C,8192,64,True,512,4,4500,3,3,True,False,avrdude-selected+progisp-agrees,supported,
attiny85,ATtiny85,t85,Microchip/Atmel,avr,ATtiny,1E930B,8192,64,True,512,4,4500,3,3,True,False,avrdude-selected+progisp-agrees,supported,
attiny861,ATtiny861,t861,Microchip/Atmel,avr,ATtiny,1E930D,8192,64,True,512,4,4000,3,3,True,False,avrdude-selected+progisp-agrees,supported,
attiny861a,ATtiny861A,t861a,Microchip/Atmel,avr,ATtiny,1E930D,8192,64,True,512,4,4000,3,3,True,False,avrdude-selected+progisp-agrees,supported,
attiny87,ATtiny87,t87,Microchip/Atmel,avr,ATtiny,1E9387,8192,128,True,512,4,15000,3,3,False,False,avrdude-selected,supported,
attiny88,ATtiny88,t88,Microchip/Atmel,avr,ATtiny,1E9311,8192,64,True,64,4,9000,3,3,True,False,avrdude-selected+progisp-agrees,supported,
lgt8f168p,LGT8F168P,lgt168p,LogicGreen,avr-compatible,LGT8F AVR-compatible,1E940B,16384,128,True,512,4,9000,3,0,False,False,avrdude-selected,not-yet-supported,not an official Microchip/Atmel AVR record
lgt8f328p,LGT8F328P,lgt328p,LogicGreen,avr-compatible,LGT8F AVR-compatible,1E950F,32768,128,True,1024,4,9000,3,0,False,False,avrdude-selected,not-yet-supported,not an official Microchip/Atmel AVR record
lgt8f88p,LGT8F88P,lgt88p,LogicGreen,avr-compatible,LGT8F AVR-compatible,1E930F,8192,64,True,512,4,9000,3,0,False,False,avrdude-selected,not-yet-supported,not an official Microchip/Atmel AVR record
at89s51,AT89S51,89S51,Atmel/Microchip,non-avr-spi-programmable,AT89S 8051,1E5106,4096,,False,0,,250000,0,0,False,False,avrdude-selected,not-yet-supported,not an official Microchip/Atmel AVR record | current backend lacks legacy byte-write flash support
at89s52,AT89S52,89S52,Atmel/Microchip,non-avr-spi-programmable,AT89S 8051,1E5206,8192,,False,0,,250000,0,0,False,False,avrdude-selected,not-yet-supported,not an official Microchip/Atmel AVR record | current backend lacks legacy byte-write flash support
